cliente,dias_por_mes,desviacion_maxima
2137673.0,"{3: 31.0, 4: 15.5, 5: 1.0}",15.5
2137680.0,"{3: 31.0, 4: 15.5, 5: 1.0}",15.5
2141019.0,"{3: 3.0, 4: 18.5, 5: 7.0}",15.5
2141236.0,"{3: 3.0, 4: 18.5, 5: 6.5}",15.5
2141558.0,"{3: 6.0, 4: 21.5, 5: 12.0}",15.5
2141726.0,"{3: 6.5, 4: 22.0}",15.5
2141824.0,"{3: 7.5, 4: 23.0, 5: 8.0}",15.5
2143805.0,"{3: 11.5, 4: 27.0}",15.5
2144001.0,"{3: 14.5, 4: 30.0}",15.5
2148880.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
2152737.0,"{4: 20.0, 5: 4.5}",15.5
2153395.0,"{4: 27.0, 5: 11.5}",15.5
2153668.0,"{4: 26.5, 5: 11.0}",15.5
23680.0,"{3: 16.0, 4: 19.5, 5: 4.0}",15.5
23820.0,"{3: 17.5, 4: 22.5, 5: 7.0}",15.5
256374.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
26158.0,"{3: 28.5, 4: 20.0, 5: 4.5}",15.5
264165.0,"{3: 31.0, 4: 15.5, 5: 7.0}",15.5
264207.0,"{3: 31.0, 4: 22.5, 5: 7.0}",15.5
265572.0,"{3: 30.5, 4: 22.5, 5: 7.0}",15.5
273552.0,"{3: 31.0, 4: 22.5, 5: 7.0}",15.5
27509.0,"{3: 31.0, 4: 28.0, 5: 12.5}",15.5
277465.0,"{3: 31.0, 4: 19.5, 5: 4.0}",15.5
282638.0,"{3: 23.5, 4: 22.5, 5: 7.0}",15.5
283765.0,"{3: 31.0, 4: 15.5, 5: 6.0}",15.5
28846.0,"{3: 17.5, 4: 30.0, 5: 14.5}",15.5
289463.0,"{3: 16.5, 4: 21.5, 5: 6.0}",15.5
29154.0,"{3: 31.0, 4: 19.5, 5: 4.0}",15.5
297702.0,"{3: 27.0, 4: 29.0, 5: 13.5}",15.5
297821.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
300390.0,"{3: 13.5, 4: 29.0}",15.5
301097.0,"{3: 28.0, 4: 28.5, 5: 13.0}",15.5
307264.0,"{3: 26.0, 4: 27.0, 5: 11.5}",15.5
316021.0,"{3: 16.5, 4: 21.5, 5: 6.0}",15.5
318527.0,"{3: 31.0, 4: 15.5, 5: 13.0}",15.5
320067.0,"{3: 6.0, 4: 21.5}",15.5
32171.0,"{3: 25.0, 4: 9.5}",15.5
32528.0,"{3: 31.0, 4: 19.5, 5: 4.0}",15.5
326892.0,"{3: 18.5, 4: 23.5, 5: 8.0}",15.5
32990.0,"{3: 31.0, 4: 15.5, 5: 8.5}",15.5
332415.0,"{3: 31.0, 4: 15.5, 5: 18.0}",15.5
335145.0,"{3: 31.0, 4: 21.5, 5: 6.0}",15.5
336881.0,"{3: 31.0, 4: 15.5}",15.5
337217.0,"{3: 31.0, 4: 23.5, 5: 8.0}",15.5
34334.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
359890.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
360975.0,"{3: 31.0, 4: 15.5}",15.5
365987.0,"{3: 10.0, 4: 25.5}",15.5
368402.0,"{3: 24.0, 4: 26.5, 5: 11.0}",15.5
376004.0,"{3: 27.0, 4: 27.0, 5: 11.5}",15.5
377635.0,"{3: 31.0, 4: 30.0, 5: 14.5}",15.5
378601.0,"{3: 28.5, 4: 28.5, 5: 13.0}",15.5
38016.0,"{3: 31.0, 4: 15.5}",15.5
39087.0,"{3: 31.0, 4: 22.5, 5: 7.0}",15.5
3996.0,"{3: 16.5, 4: 21.5, 5: 6.0}",15.5
409898.0,"{3: 31.0, 4: 15.5, 5: 18.0}",15.5
41110.0,"{3: 31.0, 4: 28.0, 5: 12.5}",15.5
41705.0,"{3: 31.0, 4: 22.5, 5: 7.0}",15.5
419768.0,"{3: 6.0, 4: 21.5, 5: 14.0}",15.5
425718.0,"{3: 24.0, 4: 20.0, 5: 4.5}",15.5
42636.0,"{3: 31.0, 4: 15.5}",15.5
430989.0,"{3: 27.0, 4: 21.5, 5: 6.0}",15.5
433544.0,"{3: 19.0, 4: 21.0, 5: 5.5}",15.5
436064.0,"{3: 27.0, 4: 27.0, 5: 11.5}",15.5
437534.0,"{3: 31.0, 4: 15.5}",15.5
44575.0,"{3: 31.0, 4: 15.5, 5: 12.0}",15.5
445766.0,"{3: 31.0, 4: 15.5}",15.5
446494.0,"{3: 21.0, 4: 28.5, 5: 13.0}",15.5
452563.0,"{3: 10.0, 4: 19.5, 5: 4.0}",15.5
45275.0,"{3: 29.0, 4: 25.0, 5: 9.5}",15.5
45352.0,"{3: 21.5, 4: 26.5, 5: 11.0}",15.5
455391.0,"{3: 3.0, 4: 18.5}",15.5
455461.0,"{3: 31.0, 4: 15.5}",15.5
455776.0,"{3: 31.0, 4: 30.0, 5: 14.5}",15.5
456084.0,"{3: 18.5, 4: 21.5, 5: 6.0}",15.5
461628.0,"{3: 25.0, 4: 23.5, 5: 8.0}",15.5
464883.0,"{3: 25.0, 4: 27.0, 5: 11.5}",15.5
468635.0,"{3: 31.0, 4: 21.5, 5: 6.0}",15.5
474823.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
476097.0,"{3: 27.0, 4: 29.5, 5: 14.0}",15.5
483769.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
499155.0,"{3: 29.0, 4: 30.0, 5: 14.5}",15.5
500639.0,"{3: 22.0, 4: 30.0, 5: 14.5}",15.5
50378.0,"{3: 25.0, 4: 9.5, 5: 18.0}",15.5
503831.0,"{3: 18.0, 4: 19.5, 5: 4.0}",15.5
50476.0,"{3: 19.5, 4: 29.0, 5: 13.5}",15.5
505140.0,"{3: 20.0, 4: 24.0, 5: 8.5}",15.5
517236.0,"{3: 17.0, 4: 19.5, 5: 4.0}",15.5
5214.0,"{3: 31.0, 4: 15.5}",15.5
522290.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
534043.0,"{3: 27.0, 4: 11.5, 5: 4.0}",15.5
535779.0,"{3: 6.0, 4: 21.5, 5: 8.0}",15.5
541225.0,"{3: 31.0, 4: 15.5}",15.5
541925.0,"{3: 31.0, 4: 15.5}",15.5
550430.0,"{3: 13.0, 4: 28.5}",15.5
552712.0,"{3: 31.0, 4: 15.5}",15.5
555617.0,"{3: 6.0, 4: 21.5}",15.5
55747.0,"{3: 16.5, 4: 1.0, 5: 14.0}",15.5
56832.0,"{3: 28.5, 4: 13.0}",15.5
580761.0,"{3: 30.5, 4: 23.5, 5: 8.0}",15.5
58841.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
593214.0,"{3: 27.0, 4: 26.5, 5: 11.0}",15.5
594019.0,"{3: 21.5, 4: 6.0, 5: 7.0}",15.5
596924.0,"{3: 20.0, 4: 20.0, 5: 4.5}",15.5
603280.0,"{3: 25.0, 4: 23.5, 5: 8.0}",15.5
621655.0,"{3: 13.0, 4: 19.5, 5: 4.0}",15.5
622880.0,"{3: 20.0, 4: 23.5, 5: 8.0}",15.5
6229.0,"{3: 25.0, 4: 27.5, 5: 12.0}",15.5
624497.0,"{3: 20.0, 4: 19.5, 5: 4.0}",15.5
635984.0,"{3: 18.0, 4: 30.0, 5: 14.5}",15.5
641689.0,"{3: 31.0, 4: 15.5}",15.5
644209.0,"{3: 31.0, 4: 15.5, 5: 18.0}",15.5
652399.0,"{3: 31.0, 4: 15.5}",15.5
653344.0,"{3: 17.0, 4: 19.5, 5: 4.0}",15.5
686916.0,"{3: 22.0, 4: 21.5, 5: 6.0}",15.5
68816.0,"{3: 31.0, 4: 15.5}",15.5
691116.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
696751.0,"{3: 31.0, 4: 15.5}",15.5
70111.0,"{3: 31.0, 4: 15.5}",15.5
705704.0,"{3: 31.0, 4: 15.5}",15.5
747326.0,"{3: 31.0, 4: 19.5, 5: 4.0}",15.5
756895.0,"{3: 21.5, 4: 21.5, 5: 6.0}",15.5
767178.0,"{3: 31.0, 4: 15.5, 5: 15.0}",15.5
776992.0,"{3: 22.5, 4: 7.0, 5: 4.0}",15.5
78294.0,"{3: 20.5, 4: 26.5, 5: 11.0}",15.5
78392.0,"{3: 23.5, 4: 23.5, 5: 8.0}",15.5
790292.0,"{3: 31.0, 4: 22.5, 5: 7.0}",15.5
80317.0,"{3: 27.0, 4: 28.0, 5: 12.5}",15.5
805713.0,"{3: 28.5, 4: 30.0, 5: 14.5}",15.5
807078.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
80737.0,"{3: 13.0, 4: 28.5, 5: 15.0}",15.5
811110.0,"{3: 31.0, 4: 15.5}",15.5
824830.0,"{3: 31.0, 4: 15.5, 5: 5.5}",15.5
827798.0,"{3: 13.0, 4: 21.5, 5: 6.0}",15.5
827917.0,"{3: 31.0, 4: 15.5}",15.5
830724.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
833636.0,"{3: 23.5, 4: 30.0, 5: 14.5}",15.5
834651.0,"{3: 23.5, 4: 19.5, 5: 4.0}",15.5
835750.0,"{3: 16.5, 4: 1.0}",15.5
840468.0,"{3: 31.0, 4: 30.0, 5: 14.5}",15.5
85028.0,"{3: 16.5, 4: 22.5, 5: 7.0}",15.5
861643.0,"{3: 27.0, 4: 22.5, 5: 7.0}",15.5
863953.0,"{3: 31.0, 4: 22.5, 5: 7.0}",15.5
871646.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
87674.0,"{3: 30.0, 4: 21.5, 5: 6.0}",15.5
87975.0,"{3: 21.0, 4: 23.5, 5: 8.0}",15.5
87982.0,"{3: 21.0, 4: 23.5, 5: 8.0}",15.5
890497.0,"{3: 31.0, 4: 15.5}",15.5
89109.0,"{3: 23.5, 4: 23.5, 5: 8.0}",15.5
89172.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
901333.0,"{3: 20.5, 4: 22.5, 5: 7.0}",15.5
90201.0,"{3: 20.0, 4: 24.0, 5: 8.5}",15.5
904000.0,"{3: 31.0, 4: 15.5, 5: 5.0}",15.5
916103.0,"{3: 30.0, 4: 19.5, 5: 4.0}",15.5
91888.0,"{3: 31.0, 4: 20.5, 5: 5.0}",15.5
925504.0,"{3: 31.0, 4: 15.5, 5: 8.0}",15.5
939490.0,"{3: 31.0, 4: 21.5, 5: 6.0}",15.5
944348.0,"{3: 31.0, 4: 15.5}",15.5
950326.0,"{3: 31.0, 4: 15.5, 5: 4.0}",15.5
957732.0,"{3: 31.0, 4: 30.0, 5: 14.5}",15.5
959930.0,"{3: 28.0, 4: 28.5, 5: 13.0}",15.5
965173.0,"{3: 16.5, 4: 19.5, 5: 4.0}",15.5
976604.0,"{3: 30.0, 4: 29.5, 5: 14.0}",15.5
978410.0,"{3: 31.0, 4: 15.5, 5: 14.0}",15.5
978781.0,"{3: 17.0, 4: 30.0, 5: 14.5}",15.5
982799.0,"{3: 17.5, 4: 19.5, 5: 4.0}",15.5
984899.0,"{3: 27.0, 4: 25.5, 5: 10.0}",15.5
988308.0,"{3: 16.5, 4: 19.5, 5: 4.0}",15.5
989351.0,"{3: 29.0, 4: 29.0, 5: 13.5}",15.5
989442.0,"{3: 11.5, 4: 27.0, 5: 13.0}",15.5
989484.0,"{3: 27.0, 4: 29.5, 5: 14.0}",15.5
989946.0,"{3: 31.0, 4: 15.5, 5: 11.0}",15.5
992249.0,"{3: 31.0, 4: 15.5, 5: 8.5}",15.5
994860.0,"{3: 31.0, 4: 15.5}",15.5
100281.0,"{3: 23.5, 4: 30.0, 5: 15.0}",15.0
100589.0,"{3: 20.0, 4: 20.0, 5: 5.0}",15.0
1008643.0,"{3: 31.0, 4: 16.0, 5: 7.0}",15.0
10100.0,"{3: 30.0, 4: 28.0, 5: 13.0}",15.0
1018905.0,"{3: 31.0, 4: 16.0, 5: 6.5}",15.0
102003.0,"{3: 31.0, 4: 16.0}",15.0
102311.0,"{3: 31.0, 4: 16.0, 5: 6.0}",15.0
1024330.0,"{3: 19.5, 4: 27.0, 5: 12.0}",15.0
1025366.0,"{3: 31.0, 4: 16.0}",15.0
10275.0,"{3: 31.0, 4: 16.0, 5: 5.0}",15.0
1030707.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1031372.0,"{3: 31.0, 4: 16.0}",15.0
1037518.0,"{3: 31.0, 4: 16.0, 5: 2.5}",15.0
104474.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
1047157.0,"{3: 27.5, 4: 27.0, 5: 12.0}",15.0
1048270.0,"{3: 25.0, 4: 30.0, 5: 15.0}",15.0
1053667.0,"{3: 31.0, 4: 16.0}",15.0
1055578.0,"{3: 23.0, 4: 27.0, 5: 12.0}",15.0
105629.0,"{3: 23.5, 4: 22.0, 5: 7.0}",15.0
1059267.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1060800.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1060884.0,"{3: 3.0, 4: 16.0, 5: 1.0}",15.0
1061031.0,"{3: 21.5, 4: 30.0, 5: 15.0}",15.0
1062424.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1062788.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1067261.0,"{3: 31.0, 4: 16.0, 5: 11.0}",15.0
1070887.0,"{3: 23.0, 4: 8.0, 5: 7.5}",15.0
1074226.0,"{3: 12.5, 4: 26.0, 5: 11.0}",15.0
1076095.0,"{3: 23.0, 4: 20.0, 5: 5.0}",15.0
1076795.0,"{3: 2.0, 4: 17.0, 5: 8.0}",15.0
1077775.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
108009.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
10842.0,"{3: 31.0, 4: 16.0, 5: 18.0}",15.0
108443.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1086938.0,"{3: 16.0, 4: 19.0, 5: 4.0}",15.0
1088079.0,"{3: 26.0, 4: 28.0, 5: 13.0}",15.0
1088184.0,"{3: 31.0, 4: 19.0, 5: 4.0}",15.0
1088555.0,"{3: 15.0, 4: 30.0}",15.0
1089136.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1089430.0,"{3: 23.5, 4: 30.0, 5: 15.0}",15.0
1089906.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1090396.0,"{3: 31.0, 4: 22.0, 5: 7.0}",15.0
109066.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
109507.0,"{3: 19.5, 4: 27.0, 5: 12.0}",15.0
1095345.0,"{3: 8.0, 4: 23.0, 5: 18.0}",15.0
1102275.0,"{3: 31.0, 4: 23.0, 5: 8.0}",15.0
1103647.0,"{3: 21.0, 4: 19.0, 5: 4.0}",15.0
1106132.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1107238.0,"{3: 27.0, 4: 27.0, 5: 12.0}",15.0
1108568.0,"{3: 17.5, 4: 30.0, 5: 15.0}",15.0
1108806.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1108911.0,"{3: 17.5, 4: 22.0, 5: 7.0}",15.0
11213.0,"{3: 23.0, 4: 29.0, 5: 14.0}",15.0
1121714.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1122554.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
112461.0,"{3: 16.5, 4: 22.0, 5: 7.0}",15.0
1129253.0,"{3: 14.5, 4: 26.0, 5: 11.0}",15.0
1129701.0,"{3: 30.0, 4: 26.0, 5: 11.0}",15.0
1133383.0,"{3: 25.0, 4: 22.0, 5: 7.0}",15.0
1135343.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1135602.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1138297.0,"{3: 23.0, 4: 8.0, 5: 18.0}",15.0
1139221.0,"{3: 31.0, 4: 16.0}",15.0
114029.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1149980.0,"{3: 31.0, 4: 16.0, 5: 6.0}",15.0
115394.0,"{3: 20.5, 4: 28.0, 5: 13.0}",15.0
1155125.0,"{3: 27.0, 4: 21.0, 5: 6.0}",15.0
1157365.0,"{3: 24.0, 4: 30.0, 5: 15.0}",15.0
1157855.0,"{3: 21.5, 4: 29.0, 5: 14.0}",15.0
1158996.0,"{3: 12.0, 4: 19.0, 5: 4.0}",15.0
1161264.0,"{3: 30.0, 4: 15.0, 5: 11.0}",15.0
1167438.0,"{3: 31.0, 4: 16.0}",15.0
1177070.0,"{3: 31.0, 4: 16.0, 5: 6.0}",15.0
1179625.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
117984.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1181389.0,"{3: 17.5, 4: 16.0, 5: 1.0}",15.0
118824.0,"{3: 12.0, 4: 27.0}",15.0
1188767.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1197342.0,"{4: 30.0, 5: 15.0}",15.0
120140.0,"{3: 31.0, 4: 16.0}",15.0
120560.0,"{3: 23.5, 4: 27.0, 5: 12.0}",15.0
1208010.0,"{3: 31.0, 4: 16.0}",15.0
1209816.0,"{3: 31.0, 4: 16.0}",15.0
1211482.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1213400.0,"{3: 30.0, 4: 15.0, 5: 5.0}",15.0
121617.0,"{3: 25.5, 4: 10.5, 5: 8.0}",15.0
121890.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1226252.0,"{3: 31.0, 4: 16.0, 5: 5.0}",15.0
1231383.0,"{3: 31.0, 4: 16.0}",15.0
1231509.0,"{3: 31.0, 4: 16.0}",15.0
1231691.0,"{3: 4.0, 4: 19.0, 5: 14.0}",15.0
1231901.0,"{3: 31.0, 4: 27.0, 5: 12.0}",15.0
1243416.0,"{3: 25.0, 4: 30.0, 5: 15.0}",15.0
124669.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
124844.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1249100.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
1252495.0,"{3: 17.5, 4: 16.0, 5: 1.0}",15.0
125453.0,"{3: 23.0, 4: 26.0, 5: 11.0}",15.0
1254574.0,"{3: 23.5, 4: 30.0, 5: 15.0}",15.0
1254651.0,"{3: 31.0, 4: 16.0, 5: 5.0}",15.0
1254693.0,"{3: 31.0, 4: 16.0, 5: 5.0}",15.0
1260783.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
1261980.0,"{3: 31.0, 4: 16.0, 5: 11.0}",15.0
1266159.0,"{3: 31.0, 4: 20.0, 5: 5.0}",15.0
126741.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1267517.0,"{3: 25.5, 4: 22.0, 5: 7.0}",15.0
1271122.0,"{3: 16.0, 4: 29.0, 5: 14.0}",15.0
1278381.0,"{3: 20.0, 4: 19.0, 5: 4.0}",15.0
128106.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
12816.0,"{3: 31.0, 4: 16.0, 5: 18.0}",15.0
1283631.0,"{3: 26.0, 5: 11.0}",15.0
12837.0,"{3: 2.0, 4: 17.0, 5: 6.0}",15.0
1285129.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
12865.0,"{3: 25.5, 4: 30.0, 5: 15.0}",15.0
128701.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1288090.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1288804.0,"{3: 3.0, 4: 18.0}",15.0
1291093.0,"{3: 29.0, 4: 26.0, 5: 11.0}",15.0
1296000.0,"{3: 26.0, 4: 27.0, 5: 12.0}",15.0
1302832.0,"{3: 31.0, 4: 16.0, 5: 6.0}",15.0
1303602.0,"{3: 31.0, 4: 16.0, 5: 6.0}",15.0
130983.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
1312604.0,"{3: 4.0, 4: 19.0}",15.0
1313920.0,"{3: 31.0, 4: 16.0}",15.0
131851.0,"{3: 19.0, 4: 20.0, 5: 5.0}",15.0
132082.0,"{3: 18.0, 4: 20.0, 5: 5.0}",15.0
1323384.0,"{3: 30.5, 4: 27.0, 5: 12.0}",15.0
1325246.0,"{3: 31.0, 4: 16.0, 5: 5.0}",15.0
1327066.0,"{3: 18.5, 4: 30.0, 5: 15.0}",15.0
1327864.0,"{3: 19.0, 4: 20.0, 5: 5.0}",15.0
133440.0,"{3: 24.0, 4: 22.0, 5: 7.0}",15.0
1335585.0,"{3: 25.0, 4: 10.0, 5: 14.0}",15.0
1342732.0,"{3: 17.5, 4: 28.0, 5: 13.0}",15.0
1344615.0,"{3: 31.0, 4: 16.0, 5: 13.0}",15.0
134497.0,"{3: 17.0, 4: 16.0, 5: 1.0}",15.0
1350964.0,"{3: 13.0, 4: 28.0}",15.0
1352931.0,"{3: 30.5, 4: 15.5}",15.0
1355563.0,"{3: 18.5, 4: 19.0, 5: 4.0}",15.0
1360498.0,"{3: 24.0, 4: 27.0, 5: 12.0}",15.0
1362864.0,"{3: 31.0, 4: 16.0}",15.0
136450.0,"{3: 31.0, 4: 16.0, 5: 14.5}",15.0
1365608.0,"{3: 29.0, 4: 30.0, 5: 15.0}",15.0
1366651.0,"{3: 22.5, 4: 22.0, 5: 7.0}",15.0
1368380.0,"{3: 17.0, 4: 16.0, 5: 1.0}",15.0
1368443.0,"{3: 18.5, 4: 25.0, 5: 10.0}",15.0
1368989.0,"{3: 20.0, 4: 30.0, 5: 15.0}",15.0
1372748.0,"{3: 18.0, 4: 21.0, 5: 6.0}",15.0
1374225.0,"{3: 25.0, 4: 10.0, 5: 11.0}",15.0
137990.0,"{3: 20.0, 4: 19.0, 5: 4.0}",15.0
1380007.0,"{3: 17.0, 4: 2.0}",15.0
1383486.0,"{4: 28.0, 5: 13.0}",15.0
1388127.0,"{3: 5.0, 4: 20.0, 5: 18.0}",15.0
1390969.0,"{3: 31.0, 4: 19.0, 5: 4.0}",15.0
1395484.0,"{3: 31.0, 4: 29.0, 5: 14.0}",15.0
1398515.0,"{3: 14.0, 4: 29.0}",15.0
1399404.0,"{3: 25.0, 4: 20.0, 5: 5.0}",15.0
140496.0,"{3: 21.5, 4: 27.0, 5: 12.0}",15.0
1406656.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1411850.0,"{3: 9.5, 4: 24.5, 5: 11.0}",15.0
1411990.0,"{3: 22.0, 4: 20.0, 5: 5.0}",15.0
1414503.0,"{4: 23.0, 5: 8.0}",15.0
1416120.0,"{3: 31.0, 4: 16.0}",15.0
1417618.0,"{3: 31.0, 4: 16.0}",15.0
142225.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
1426214.0,"{3: 18.0, 4: 30.0, 5: 15.0}",15.0
1428979.0,"{3: 31.0, 4: 16.0}",15.0
1429007.0,"{3: 23.5, 4: 30.0, 5: 15.0}",15.0
1430001.0,"{3: 17.0, 4: 19.0, 5: 4.0}",15.0
1434789.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
1437834.0,"{3: 31.0, 4: 16.0}",15.0
143884.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1439087.0,"{3: 23.0, 4: 22.0, 5: 7.0}",15.0
1443231.0,"{3: 23.0, 4: 8.0, 5: 6.0}",15.0
1443896.0,"{3: 24.0, 4: 9.0, 5: 8.0}",15.0
1457476.0,"{3: 31.0, 4: 16.0}",15.0
145949.0,"{3: 9.0, 4: 22.0, 5: 7.0}",15.0
1462152.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
146894.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1470916.0,"{3: 24.0, 4: 19.0, 5: 4.0}",15.0
147496.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
148490.0,"{3: 26.0, 4: 26.0, 5: 11.0}",15.0
149106.0,"{3: 21.5, 4: 30.0, 5: 15.0}",15.0
1493841.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1494646.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
1495885.0,"{3: 23.5, 4: 20.0, 5: 5.0}",15.0
1498153.0,"{3: 31.0, 4: 26.0, 5: 11.0}",15.0
1502143.0,"{3: 23.0, 4: 8.0, 5: 14.0}",15.0
1504397.0,"{3: 31.0, 4: 16.0}",15.0
1507582.0,"{3: 31.0, 4: 16.0}",15.0
1511761.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1513784.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1514414.0,"{3: 31.0, 4: 16.0}",15.0
1514729.0,"{3: 17.0, 4: 2.0, 5: 8.0}",15.0
1515786.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1518341.0,"{3: 23.0, 4: 26.0, 5: 11.0}",15.0
1520238.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
15252.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
152564.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
1526188.0,"{3: 31.0, 4: 16.0}",15.0
152662.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
152718.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1536226.0,"{3: 31.0, 4: 23.0, 5: 8.0}",15.0
153999.0,"{3: 27.0, 4: 29.0, 5: 14.0}",15.0
1541385.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
154363.0,"{3: 31.0, 4: 16.0}",15.0
1547055.0,"{3: 29.0, 4: 27.0, 5: 12.0}",15.0
1547615.0,"{3: 25.0, 4: 27.0, 5: 12.0}",15.0
154797.0,"{3: 31.0, 4: 16.0, 5: 1.0}",15.0
1549988.0,"{3: 25.0, 4: 30.0, 5: 15.0}",15.0
1550002.0,"{3: 23.0, 4: 20.0, 5: 5.0}",15.0
1551248.0,"{3: 25.0, 4: 21.0, 5: 6.0}",15.0
155231.0,"{3: 29.0, 4: 14.0, 5: 4.0}",15.0
1552473.0,"{3: 15.0, 4: 30.0, 5: 18.0}",15.0
1553306.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
1557919.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
1559067.0,"{3: 24.5, 4: 30.0, 5: 15.0}",15.0
1565073.0,"{3: 17.0, 4: 16.0, 5: 1.0}",15.0
1566116.0,"{3: 22.5, 4: 28.0, 5: 13.0}",15.0
1566858.0,"{3: 31.0, 4: 25.0, 5: 10.0}",15.0
1569637.0,"{3: 31.0, 4: 28.0, 5: 13.0}",15.0
157079.0,"{3: 31.0, 4: 16.0}",15.0
157576.0,"{3: 10.0, 4: 24.0, 5: 9.0}",15.0
1578926.0,"{3: 2.0, 4: 17.0}",15.0
1579038.0,"{3: 9.0, 4: 24.0, 5: 18.0}",15.0
1579430.0,"{3: 31.0, 4: 16.0}",15.0
158031.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
1583959.0,"{3: 31.0, 4: 16.0, 5: 4.0}",15.0
1591862.0,"{3: 20.0, 4: 29.0, 5: 14.0}",15.0
1605995.0,"{3: 9.0, 4: 19.0, 5: 4.0}",15.0
1606422.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1609628.0,"{3: 17.5, 4: 16.0, 5: 1.0}",15.0
1614752.0,"{3: 29.0, 4: 30.0, 5: 15.0}",15.0
1616572.0,"{3: 31.0, 4: 16.0}",15.0
161699.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
161881.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1618875.0,"{3: 16.5, 4: 30.0, 5: 15.0}",15.0
1619351.0,"{3: 31.0, 4: 20.0, 5: 5.0}",15.0
