cliente,dias_por_mes,desviacion_maxima
1318729.0,"{3: 31.0, 4: 30.0}",1.0
1318785.0,"{3: 19.0, 4: 17.0, 5: 11.0}",6.0
1318792.0,"{3: 31.0, 4: 30.0}",1.0
1318918.0,"{3: 31.0, 4: 30.0}",1.0
1318925.0,"{3: 31.0, 4: 30.0}",1.0
1318974.0,"{3: 31.0, 4: 30.0}",1.0
131907.0,"{3: 19.0, 4: 20.0, 5: 11.0}",9.0
1319093.0,"{3: 30.0, 4: 29.0}",1.0
1319100.0,"{3: 17.0, 4: 18.0, 5: 4.5}",13.5
1319121.0,"{3: 31.0, 4: 30.0}",1.0
1319191.0,"{3: 2.0, 4: 1.0, 5: 4.0}",3.0
131921.0,"{3: 31.0, 4: 30.0}",1.0
1319289.0,"{3: 31.0, 4: 30.0}",1.0
13194.0,"{3: 31.0, 4: 30.0}",1.0
131942.0,"{3: 14.5, 4: 13.0, 5: 12.0}",1.5
131956.0,"{3: 31.0, 4: 30.0}",1.0
1319611.0,"{3: 23.0, 4: 21.0}",2.0
1319646.0,"{3: 19.0, 4: 17.0}",2.0
1319723.0,"{3: 31.0, 4: 30.0}",1.0
1319772.0,"{3: 31.0, 4: 30.0}",1.0
1319828.0,"{3: 25.5, 4: 23.5, 5: 6.0}",17.5
1319926.0,"{3: 22.0, 4: 23.0, 5: 18.0}",5.0
1319933.0,"{3: 31.0, 4: 30.0}",1.0
1319961.0,"{3: 31.0, 4: 30.0}",1.0
1319989.0,"{3: 21.0, 4: 22.0, 5: 11.0}",11.0
1320038.0,"{3: 31.0, 4: 30.0}",1.0
1320178.0,"{3: 31.0, 4: 30.0}",1.0
132019.0,"{3: 30.0, 4: 29.0, 5: 13.0}",16.0
1320304.0,"{3: 31.0, 4: 30.0}",1.0
132033.0,"{3: 31.0, 4: 30.0}",1.0
1320395.0,"{3: 31.0, 4: 30.0}",1.0
1320423.0,"{3: 31.0, 4: 30.0}",1.0
1320493.0,"{3: 31.0, 4: 30.0, 5: 6.0}",24.0
132082.0,"{3: 18.0, 4: 20.0, 5: 5.0}",15.0
1320913.0,"{3: 31.0, 4: 30.0}",1.0
1320962.0,"{3: 31.0, 4: 30.0}",1.0
132103.0,"{3: 31.0, 4: 30.0}",1.0
1321123.0,"{3: 31.0, 4: 30.0}",1.0
132117.0,"{3: 31.0, 4: 30.0}",1.0
132124.0,"{3: 31.0, 4: 30.0}",1.0
1321263.0,"{3: 31.0, 4: 30.0}",1.0
1321284.0,"{3: 11.0, 4: 10.0, 5: 12.0}",2.0
1321305.0,"{3: 31.0, 4: 30.0}",1.0
1321389.0,"{3: 31.0, 4: 30.0, 5: 8.5}",21.5
1321445.0,"{3: 31.0, 4: 30.0}",1.0
132145.0,"{3: 27.0, 4: 25.0}",2.0
1321480.0,"{3: 31.0, 4: 30.0}",1.0
1321494.0,"{3: 31.0, 4: 30.0}",1.0
1321515.0,"{3: 31.0, 4: 30.0}",1.0
1321613.0,"{3: 31.0, 4: 30.0}",1.0
132166.0,"{3: 25.5, 4: 23.5, 5: 13.0}",10.5
132201.0,"{3: 19.0, 4: 17.0}",2.0
1322026.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1322082.0,"{3: 28.0, 4: 26.0, 5: 13.0}",13.0
1322110.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1322327.0,"{3: 31.0, 4: 30.0}",1.0
1322348.0,"{3: 25.5, 4: 23.5}",2.0
1322446.0,"{3: 27.5, 4: 25.5}",2.0
1322537.0,"{3: 31.0, 4: 30.0}",1.0
1322558.0,"{3: 31.0, 4: 30.0}",1.0
132257.0,"{3: 31.0, 4: 30.0}",1.0
1322600.0,"{3: 31.0, 4: 30.0}",1.0
1322698.0,"{3: 31.0, 4: 30.0}",1.0
1322705.0,"{3: 31.0, 4: 30.0}",1.0
1322740.0,"{3: 31.0, 4: 30.0}",1.0
1322915.0,"{3: 12.5, 4: 11.5, 5: 11.0}",1.0
1322922.0,"{3: 31.0, 4: 29.0}",2.0
1322943.0,"{3: 31.0, 4: 30.0}",1.0
1323146.0,"{3: 16.5, 4: 15.5}",1.0
1323237.0,"{3: 31.0, 4: 30.0}",1.0
132327.0,"{3: 31.0, 4: 30.0}",1.0
1323356.0,"{3: 31.0, 4: 30.0}",1.0
1323706.0,"{3: 31.0, 4: 30.0}",1.0
1323727.0,"{3: 3.0, 4: 2.0, 5: 4.0}",2.0
1323783.0,"{3: 6.0, 4: 13.0, 5: 12.0}",7.0
132390.0,"{3: 29.0, 4: 30.0, 5: 5.0}",25.0
1323916.0,"{3: 31.0, 4: 30.0}",1.0
1323958.0,"{3: 31.0, 4: 30.0}",1.0
1323965.0,"{3: 31.0, 4: 30.0}",1.0
1324091.0,"{3: 31.0, 4: 30.0}",1.0
1324126.0,"{3: 24.0, 4: 26.0}",2.0
1324168.0,"{3: 31.0, 4: 30.0}",1.0
1324378.0,"{3: 31.0, 4: 30.0}",1.0
1324511.0,"{3: 31.0, 4: 30.0}",1.0
1324609.0,"{3: 5.0, 4: 6.0, 5: 4.0}",2.0
1324784.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1324812.0,"{3: 31.0, 4: 30.0}",1.0
1324882.0,"{3: 31.0, 4: 30.0}",1.0
1324959.0,"{3: 31.0, 4: 30.0}",1.0
1325078.0,"{3: 31.0, 4: 30.0}",1.0
1325085.0,"{3: 31.0, 4: 30.0}",1.0
1325127.0,"{3: 31.0, 4: 30.0}",1.0
132523.0,"{3: 27.5, 4: 29.5}",2.0
1325337.0,"{3: 31.0, 4: 30.0}",1.0
1325351.0,"{3: 31.0, 4: 30.0}",1.0
1325386.0,"{3: 31.0, 4: 30.0}",1.0
1325435.0,"{3: 31.0, 4: 30.0}",1.0
132551.0,"{3: 31.0, 4: 30.0}",1.0
1325561.0,"{3: 31.0, 4: 30.0}",1.0
1325568.0,"{3: 31.0, 4: 30.0}",1.0
1325638.0,"{3: 25.0, 4: 23.0}",2.0
1325652.0,"{3: 31.0, 4: 30.0}",1.0
1325743.0,"{3: 31.0, 4: 30.0}",1.0
1325764.0,"{3: 31.0, 4: 30.0, 5: 6.0}",24.0
1325785.0,"{3: 25.0, 4: 27.0}",2.0
1325820.0,"{3: 31.0, 4: 30.0}",1.0
1326030.0,"{3: 31.0, 4: 30.0}",1.0
132628.0,"{3: 31.0, 4: 30.0}",1.0
1326345.0,"{3: 31.0, 4: 30.0}",1.0
132691.0,"{3: 25.5, 4: 23.5}",2.0
1326926.0,"{3: 31.0, 4: 30.0}",1.0
132698.0,"{3: 20.5, 4: 18.5, 5: 14.0}",4.5
1326989.0,"{3: 31.0, 4: 30.0}",1.0
1327003.0,"{3: 6.0, 4: 7.0, 5: 6.0}",1.0
1327080.0,"{3: 31.0, 4: 30.0}",1.0
1327101.0,"{3: 28.5, 4: 29.5}",1.0
1327157.0,"{3: 18.0, 4: 19.0, 5: 15.0}",4.0
1327248.0,"{3: 31.0, 4: 30.0}",1.0
1327276.0,"{3: 31.0, 4: 30.0}",1.0
1327514.0,"{3: 25.5, 4: 23.5}",2.0
132754.0,"{3: 30.0, 4: 29.0, 5: 11.0}",18.0
132761.0,"{3: 31.0, 4: 30.0}",1.0
1327654.0,"{3: 31.0, 4: 30.0}",1.0
1327668.0,"{3: 31.0, 4: 30.0}",1.0
132775.0,"{3: 31.0, 4: 30.0}",1.0
1327864.0,"{3: 19.0, 4: 20.0, 5: 5.0}",15.0
132796.0,"{3: 31.0, 4: 30.0}",1.0
1327976.0,"{3: 28.5, 4: 29.5}",1.0
1327990.0,"{3: 31.0, 4: 30.0}",1.0
1328074.0,"{3: 31.0, 4: 30.0}",1.0
132810.0,"{3: 25.5, 4: 23.5}",2.0
1328123.0,"{3: 31.0, 4: 30.0}",1.0
132838.0,"{3: 31.0, 4: 30.0}",1.0
1328396.0,"{3: 31.0, 4: 30.0}",1.0
132852.0,"{3: 31.0, 4: 30.0}",1.0
1328557.0,"{3: 31.0, 4: 30.0}",1.0
1328578.0,"{3: 31.0, 4: 30.0}",1.0
1328613.0,"{3: 31.0, 4: 30.0}",1.0
1328662.0,"{3: 31.0, 4: 30.0}",1.0
1328697.0,"{3: 30.5, 4: 29.5}",1.0
132894.0,"{3: 31.0, 4: 30.0}",1.0
1328949.0,"{3: 31.0, 4: 30.0}",1.0
1328984.0,"{3: 31.0, 4: 30.0}",1.0
132908.0,"{3: 31.0, 4: 30.0}",1.0
1329124.0,"{3: 31.0, 4: 30.0}",1.0
1329138.0,"{3: 31.0, 4: 30.0}",1.0
132915.0,"{3: 31.0, 4: 30.0}",1.0
1329180.0,"{3: 31.0, 4: 30.0}",1.0
1329285.0,"{3: 31.0, 4: 30.0, 5: 14.0}",16.0
1329334.0,"{3: 31.0, 4: 30.0}",1.0
1329362.0,"{3: 31.0, 4: 30.0}",1.0
1329397.0,"{3: 31.0, 4: 30.0}",1.0
1329621.0,"{3: 31.0, 4: 30.0}",1.0
132964.0,"{3: 31.0, 4: 30.0}",1.0
132971.0,"{3: 31.0, 4: 30.0}",1.0
1329992.0,"{3: 31.0, 4: 30.0}",1.0
1330104.0,"{3: 21.0, 4: 20.0, 5: 6.0}",14.0
1330321.0,"{3: 31.0, 4: 30.0}",1.0
133034.0,"{3: 17.5, 4: 19.5}",2.0
1330496.0,"{3: 31.0, 4: 30.0}",1.0
1330573.0,"{3: 31.0, 4: 30.0}",1.0
13306.0,"{3: 17.0, 4: 16.0, 5: 4.0}",12.0
133069.0,"{3: 25.5, 4: 23.5}",2.0
1330734.0,"{3: 31.0, 4: 30.0, 5: 11.0}",19.0
1330790.0,"{3: 31.0, 4: 30.0}",1.0
133097.0,"{3: 31.0, 4: 30.0}",1.0
1330993.0,"{3: 31.0, 4: 30.0}",1.0
1331098.0,"{3: 31.0, 4: 30.0}",1.0
133111.0,"{3: 25.0, 4: 24.0}",1.0
1331175.0,"{3: 24.0, 4: 25.0}",1.0
1331217.0,"{3: 31.0, 4: 30.0}",1.0
1331224.0,"{3: 31.0, 4: 30.0}",1.0
13313.0,"{3: 31.0, 4: 30.0}",1.0
1331497.0,"{3: 21.0, 4: 20.0, 5: 11.0}",9.0
1331546.0,"{3: 31.0, 4: 30.0}",1.0
133167.0,"{3: 31.0, 4: 30.0}",1.0
1331791.0,"{3: 31.0, 4: 30.0}",1.0
1331924.0,"{3: 30.5, 4: 28.5, 5: 12.0}",16.5
1331973.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1332001.0,"{3: 31.0, 4: 30.0}",1.0
1332134.0,"{3: 31.0, 4: 30.0}",1.0
1332176.0,"{3: 31.0, 4: 30.0}",1.0
1332225.0,"{3: 31.0, 4: 30.0}",1.0
133230.0,"{3: 31.0, 4: 30.0}",1.0
1332393.0,"{3: 31.0, 4: 30.0}",1.0
133251.0,"{3: 31.0, 4: 30.0}",1.0
1332519.0,"{3: 31.0, 4: 30.0}",1.0
1332540.0,"{3: 31.0, 4: 30.0}",1.0
13327.0,"{3: 20.5, 4: 21.5}",1.0
1332785.0,"{3: 31.0, 4: 30.0}",1.0
133279.0,"{3: 31.0, 4: 30.0}",1.0
1332862.0,"{3: 17.0, 4: 18.0, 5: 4.0}",14.0
1332981.0,"{3: 31.0, 4: 30.0}",1.0
1333072.0,"{3: 31.0, 4: 30.0}",1.0
1333086.0,"{3: 31.0, 4: 30.0}",1.0
1333135.0,"{3: 31.0, 4: 30.0}",1.0
1333142.0,"{3: 30.5, 4: 29.5}",1.0
1333275.0,"{3: 31.0, 4: 30.0}",1.0
1333289.0,"{3: 25.5, 4: 23.5}",2.0
1333583.0,"{3: 31.0, 4: 30.0}",1.0
1333835.0,"{3: 31.0, 4: 30.0}",1.0
1333933.0,"{3: 31.0, 4: 30.0}",1.0
1333940.0,"{3: 23.5, 4: 22.5}",1.0
1334017.0,"{3: 31.0, 4: 30.0}",1.0
1334150.0,"{3: 31.0, 4: 30.0}",1.0
1334241.0,"{3: 31.0, 4: 30.0}",1.0
1334283.0,"{3: 31.0, 4: 30.0}",1.0
133440.0,"{3: 24.0, 4: 22.0, 5: 7.0}",15.0
133447.0,"{3: 31.0, 4: 30.0}",1.0
1334647.0,"{3: 9.0, 4: 7.0, 5: 7.0}",2.0
1334717.0,"{3: 31.0, 4: 30.0}",1.0
1334745.0,"{3: 31.0, 4: 30.0}",1.0
1334752.0,"{3: 18.5, 4: 19.5, 5: 8.0}",11.5
1334759.0,"{3: 31.0, 4: 30.0}",1.0
13348.0,"{3: 31.0, 4: 30.0}",1.0
1334801.0,"{3: 31.0, 4: 30.0}",1.0
1334815.0,"{3: 31.0, 4: 30.0}",1.0
1334829.0,"{3: 25.5, 4: 23.5}",2.0
1334885.0,"{3: 31.0, 4: 30.0}",1.0
1335025.0,"{3: 31.0, 4: 30.0}",1.0
1335046.0,"{3: 31.0, 4: 30.0}",1.0
1335151.0,"{3: 31.0, 4: 30.0}",1.0
1335298.0,"{3: 31.0, 4: 30.0}",1.0
133531.0,"{3: 19.0, 4: 17.0, 5: 10.0}",7.0
1335459.0,"{3: 31.0, 4: 30.0}",1.0
1335515.0,"{3: 31.0, 4: 30.0}",1.0
1335606.0,"{3: 21.5, 4: 22.5, 5: 15.0}",7.5
1335620.0,"{3: 31.0, 4: 30.0}",1.0
1335627.0,"{3: 31.0, 4: 30.0}",1.0
1335669.0,"{3: 31.0, 4: 30.0}",1.0
1335739.0,"{3: 31.0, 4: 30.0}",1.0
1335823.0,"{3: 16.0, 4: 14.0, 5: 13.0}",2.0
1335872.0,"{3: 31.0, 4: 30.0}",1.0
1335942.0,"{3: 31.0, 4: 30.0}",1.0
1335991.0,"{3: 31.0, 4: 30.0}",1.0
133601.0,"{3: 31.0, 4: 30.0}",1.0
1336180.0,"{3: 31.0, 4: 30.0}",1.0
1336257.0,"{3: 31.0, 4: 30.0}",1.0
1336327.0,"{3: 31.0, 4: 30.0}",1.0
1336355.0,"{3: 21.5, 4: 23.5, 5: 18.0}",5.5
1336628.0,"{3: 31.0, 4: 30.0}",1.0
1336747.0,"{3: 31.0, 4: 30.0}",1.0
1336768.0,"{3: 20.0, 4: 22.0}",2.0
1336775.0,"{3: 24.0, 4: 22.0, 5: 12.0}",10.0
1336943.0,"{3: 31.0, 4: 30.0}",1.0
1336985.0,"{3: 25.5, 4: 23.5}",2.0
133706.0,"{3: 31.0, 4: 30.0}",1.0
1337104.0,"{3: 31.0, 4: 30.0}",1.0
1337391.0,"{3: 25.5, 4: 23.5}",2.0
1337398.0,"{3: 28.5, 4: 26.5}",2.0
1337447.0,"{3: 31.0, 4: 30.0}",1.0
1337559.0,"{3: 27.0, 4: 26.0}",1.0
133762.0,"{3: 12.0, 4: 13.0, 5: 11.0}",2.0
1337790.0,"{3: 3.0, 4: 2.0, 5: 4.0}",2.0
1337832.0,"{3: 31.0, 4: 30.0}",1.0
1337853.0,"{3: 5.0, 4: 2.0, 5: 4.0}",3.0
1338042.0,"{3: 31.0, 4: 30.0}",1.0
1338203.0,"{3: 27.0, 4: 26.0}",1.0
133832.0,"{3: 31.0, 4: 30.0}",1.0
1338581.0,"{3: 31.0, 4: 30.0}",1.0
1338588.0,"{3: 25.5, 4: 23.5}",2.0
1338721.0,"{3: 28.0, 4: 30.0}",2.0
1338896.0,"{3: 31.0, 4: 30.0}",1.0
1338903.0,"{3: 25.5, 4: 23.5}",2.0
1338931.0,"{3: 31.0, 4: 30.0}",1.0
1339022.0,"{3: 31.0, 4: 30.0}",1.0
1339092.0,"{3: 31.0, 4: 30.0}",1.0
1339211.0,"{3: 31.0, 4: 30.0}",1.0
1339239.0,"{3: 31.0, 4: 30.0}",1.0
1339288.0,"{3: 24.0, 4: 25.0}",1.0
1339449.0,"{3: 31.0, 4: 30.0}",1.0
1339477.0,"{3: 31.0, 4: 30.0}",1.0
1339659.0,"{3: 31.0, 4: 30.0}",1.0
1339666.0,"{3: 31.0, 4: 30.0}",1.0
1339722.0,"{3: 25.5, 4: 23.5}",2.0
1339869.0,"{3: 31.0, 4: 30.0}",1.0
1339932.0,"{3: 31.0, 4: 30.0}",1.0
1340051.0,"{3: 31.0, 4: 30.0}",1.0
1340128.0,"{3: 31.0, 4: 30.0, 5: 11.0}",19.0
1340156.0,"{3: 31.0, 4: 30.0}",1.0
1340170.0,"{3: 31.0, 4: 30.0}",1.0
1340177.0,"{3: 16.5, 4: 18.5, 5: 6.0}",12.5
1340310.0,"{3: 31.0, 4: 30.0}",1.0
1340464.0,"{3: 31.0, 4: 30.0}",1.0
1340534.0,"{3: 31.0, 4: 30.0, 5: 5.0}",25.0
134063.0,"{3: 9.0, 4: 8.0, 5: 4.0}",4.0
1340674.0,"{3: 17.5, 4: 6.0, 5: 7.0}",11.5
134070.0,"{3: 31.0, 4: 30.0}",1.0
1340835.0,"{3: 31.0, 4: 30.0}",1.0
1340842.0,"{3: 31.0, 4: 30.0}",1.0
1340884.0,"{3: 31.0, 4: 30.0}",1.0
13411.0,"{3: 31.0, 4: 30.0, 5: 11.0}",19.0
1341213.0,"{4: 6.0, 5: 7.0}",1.0
1341255.0,"{3: 31.0, 4: 30.0}",1.0
134126.0,"{3: 31.0, 4: 30.0}",1.0
1341325.0,"{3: 31.0, 4: 30.0}",1.0
134133.0,"{3: 26.0, 4: 28.0}",2.0
1341388.0,"{3: 31.0, 4: 30.0}",1.0
134140.0,"{3: 31.0, 4: 30.0}",1.0
1341437.0,"{3: 31.0, 4: 30.0}",1.0
1341521.0,"{3: 31.0, 4: 29.0, 5: 5.5}",23.5
1341934.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1341948.0,"{3: 31.0, 4: 30.0}",1.0
1341983.0,"{3: 31.0, 4: 30.0}",1.0
1342004.0,"{3: 31.0, 4: 30.0}",1.0
1342144.0,"{3: 31.0, 4: 30.0}",1.0
1342228.0,"{3: 31.0, 4: 30.0}",1.0
1342263.0,"{3: 31.0, 4: 30.0}",1.0
1342417.0,"{3: 20.5, 4: 18.5, 5: 18.0}",2.0
1342445.0,"{3: 31.0, 4: 30.0}",1.0
13425.0,"{3: 31.0, 4: 30.0}",1.0
1342557.0,"{3: 31.0, 4: 30.0, 5: 18.0}",12.0
1342606.0,"{3: 31.0, 4: 30.0}",1.0
1342753.0,"{3: 31.0, 4: 30.0}",1.0
1342809.0,"{3: 31.0, 4: 30.0}",1.0
1342816.0,"{3: 31.0, 4: 30.0}",1.0
1343040.0,"{3: 31.0, 4: 30.0}",1.0
1343061.0,"{3: 31.0, 4: 30.0}",1.0
1343075.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1343089.0,"{3: 20.0, 4: 22.0, 5: 13.0}",9.0
1343159.0,"{3: 31.0, 4: 30.0}",1.0
134329.0,"{3: 17.5, 4: 10.0, 5: 9.0}",7.5
134336.0,"{3: 31.0, 4: 30.0}",1.0
1343467.0,"{3: 31.0, 4: 30.0}",1.0
1343474.0,"{3: 31.0, 4: 30.0}",1.0
134357.0,"{3: 31.0, 4: 30.0}",1.0
1343642.0,"{3: 25.5, 4: 23.5}",2.0
1343691.0,"{3: 31.0, 4: 30.0}",1.0
1343740.0,"{3: 31.0, 4: 30.0}",1.0
134385.0,"{3: 31.0, 4: 30.0}",1.0
1343936.0,"{3: 9.5, 4: 10.0, 5: 11.0}",1.0
1343950.0,"{3: 31.0, 4: 30.0, 5: 11.0}",19.0
1344097.0,"{3: 31.0, 4: 30.0}",1.0
1344132.0,"{3: 31.0, 4: 30.0, 5: 18.0}",12.0
1344146.0,"{3: 31.0, 4: 30.0}",1.0
134434.0,"{3: 31.0, 4: 30.0}",1.0
1344384.0,"{3: 31.0, 4: 30.0}",1.0
1344461.0,"{3: 31.0, 4: 30.0}",1.0
1344531.0,"{3: 31.0, 4: 30.0}",1.0
1344559.0,"{3: 31.0, 4: 30.0}",1.0
1344601.0,"{3: 25.5, 4: 23.5}",2.0
134462.0,"{3: 31.0, 4: 30.0}",1.0
1344720.0,"{3: 31.0, 4: 30.0}",1.0
1344811.0,"{3: 31.0, 4: 30.0, 5: 13.0}",17.0
1344937.0,"{3: 31.0, 4: 30.0}",1.0
134497.0,"{3: 17.0, 4: 16.0, 5: 1.0}",15.0
1345056.0,"{3: 31.0, 4: 30.0}",1.0
1345063.0,"{3: 31.0, 4: 30.0}",1.0
1345070.0,"{3: 23.5, 4: 22.5, 5: 15.0}",7.5
1345336.0,"{3: 31.0, 4: 30.0}",1.0
1345371.0,"{3: 28.5, 4: 26.5}",2.0
1345406.0,"{3: 17.5, 4: 19.5, 5: 8.0}",11.5
134546.0,"{3: 31.0, 4: 30.0}",1.0
1345707.0,"{3: 31.0, 4: 30.0}",1.0
1345924.0,"{3: 31.0, 4: 30.0}",1.0
134609.0,"{3: 18.0, 4: 17.0, 5: 8.0}",9.0
1346113.0,"{3: 31.0, 4: 30.0}",1.0
1346155.0,"{3: 31.0, 4: 30.0}",1.0
1346183.0,"{3: 25.5, 4: 23.5}",2.0
1346211.0,"{3: 31.0, 4: 30.0}",1.0
1346764.0,"{3: 23.0, 4: 25.0}",2.0
1346939.0,"{3: 31.0, 4: 30.0}",1.0
1347163.0,"{3: 31.0, 4: 30.0}",1.0
1347184.0,"{3: 31.0, 4: 30.0}",1.0
1347471.0,"{3: 31.0, 4: 30.0}",1.0
1347520.0,"{3: 30.0, 4: 29.0}",1.0
1347534.0,"{3: 31.0, 4: 30.0}",1.0
1347688.0,"{3: 31.0, 4: 30.0}",1.0
134777.0,"{3: 31.0, 4: 30.0}",1.0
1347821.0,"{3: 26.0, 4: 27.0, 5: 11.0}",16.0
134791.0,"{3: 31.0, 4: 30.0}",1.0
1348031.0,"{3: 25.5, 4: 23.5}",2.0
13481.0,"{3: 17.0, 4: 18.0, 5: 7.0}",11.0
134812.0,"{3: 31.0, 4: 29.0}",2.0
1348318.0,"{3: 31.0, 4: 30.0}",1.0
1348416.0,"{3: 31.0, 4: 30.0}",1.0
1348619.0,"{3: 31.0, 4: 30.0}",1.0
13488.0,"{3: 31.0, 4: 30.0}",1.0
1348829.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1348857.0,"{3: 31.0, 4: 30.0}",1.0
1348864.0,"{3: 31.0, 4: 30.0}",1.0
1348962.0,"{3: 27.0, 4: 28.0}",1.0
1348997.0,"{3: 31.0, 4: 30.0}",1.0
1349018.0,"{3: 31.0, 4: 30.0}",1.0
1349032.0,"{3: 31.0, 4: 30.0}",1.0
1349165.0,"{3: 31.0, 4: 30.0}",1.0
1349291.0,"{3: 31.0, 4: 30.0}",1.0
134931.0,"{3: 31.0, 4: 30.0}",1.0
1349347.0,"{3: 20.0, 4: 21.0, 5: 7.0}",14.0
1349410.0,"{3: 18.0, 4: 20.0}",2.0
13495.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1349529.0,"{3: 31.0, 4: 30.0}",1.0
1349550.0,"{3: 31.0, 4: 30.0}",1.0
1349578.0,"{3: 31.0, 4: 30.0}",1.0
1349935.0,"{3: 31.0, 4: 30.0}",1.0
134994.0,"{3: 20.0, 4: 22.0, 5: 15.0}",7.0
1349991.0,"{3: 31.0, 4: 30.0}",1.0
1350005.0,"{3: 29.0, 4: 30.0}",1.0
135001.0,"{3: 31.0, 4: 30.0}",1.0
1350040.0,"{3: 31.0, 4: 30.0}",1.0
1350054.0,"{3: 31.0, 4: 30.0}",1.0
1350187.0,"{3: 31.0, 4: 30.0}",1.0
1350299.0,"{3: 31.0, 4: 30.0}",1.0
1350313.0,"{3: 31.0, 4: 30.0}",1.0
1350355.0,"{3: 31.0, 4: 30.0}",1.0
1350390.0,"{3: 31.0, 4: 30.0}",1.0
1350446.0,"{3: 31.0, 4: 30.0}",1.0
1350523.0,"{3: 31.0, 4: 30.0}",1.0
135064.0,"{3: 31.0, 4: 30.0}",1.0
1350670.0,"{3: 28.0, 4: 27.0}",1.0
1350691.0,"{3: 31.0, 4: 30.0}",1.0
1350859.0,"{3: 31.0, 4: 30.0}",1.0
1350922.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1350929.0,"{3: 31.0, 4: 30.0}",1.0
1350943.0,"{3: 31.0, 4: 30.0}",1.0
135099.0,"{3: 31.0, 4: 30.0}",1.0
1351111.0,"{3: 31.0, 4: 30.0}",1.0
1351265.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
1351272.0,"{3: 31.0, 4: 30.0}",1.0
1351510.0,"{3: 31.0, 4: 30.0}",1.0
1351538.0,"{3: 31.0, 4: 30.0}",1.0
1351594.0,"{3: 31.0, 4: 30.0}",1.0
1351790.0,"{3: 31.0, 4: 30.0}",1.0
1351972.0,"{3: 31.0, 4: 30.0}",1.0
1352035.0,"{3: 28.0, 4: 27.0}",1.0
135204.0,"{3: 31.0, 4: 30.0}",1.0
1352070.0,"{3: 17.0, 4: 18.0, 5: 4.0}",14.0
135211.0,"{3: 25.5, 4: 20.0, 5: 18.0}",5.5
1352161.0,"{3: 31.0, 4: 30.0}",1.0
1352182.0,"{3: 31.0, 4: 30.0}",1.0
135225.0,"{3: 31.0, 4: 30.0}",1.0
13523.0,"{3: 31.0, 4: 30.0}",1.0
1352329.0,"{3: 31.0, 4: 30.0, 5: 8.0}",22.0
1352336.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
135253.0,"{3: 31.0, 4: 30.0}",1.0
135260.0,"{3: 31.0, 4: 30.0}",1.0
1352763.0,"{3: 31.0, 4: 30.0}",1.0
1352791.0,"{3: 31.0, 4: 30.0}",1.0
135281.0,"{3: 31.0, 4: 30.0}",1.0
1352861.0,"{3: 31.0, 4: 30.0}",1.0
135288.0,"{3: 31.0, 4: 30.0}",1.0
13530.0,"{3: 31.0, 4: 30.0}",1.0
1353197.0,"{3: 31.0, 4: 30.0}",1.0
135330.0,"{3: 31.0, 4: 30.0}",1.0
1353302.0,"{3: 31.0, 4: 30.0}",1.0
1353316.0,"{3: 31.0, 4: 30.0}",1.0
1353337.0,"{3: 24.5, 4: 25.5, 5: 12.0}",13.5
1353372.0,"{3: 31.0, 4: 30.0}",1.0
135351.0,"{3: 31.0, 4: 30.0}",1.0
135365.0,"{3: 31.0, 4: 30.0}",1.0
1353652.0,"{3: 31.0, 4: 30.0}",1.0
1353701.0,"{3: 25.0, 4: 23.0, 5: 14.0}",9.0
1353736.0,"{3: 31.0, 4: 30.0}",1.0
1353778.0,"{3: 31.0, 4: 30.0}",1.0
1353806.0,"{3: 24.5, 4: 23.5, 5: 15.0}",8.5
1353841.0,"{3: 31.0, 4: 30.0}",1.0
1353897.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1353988.0,"{3: 25.5, 4: 23.5}",2.0
1354366.0,"{3: 31.0, 4: 30.0}",1.0
1354387.0,"{3: 31.0, 4: 30.0}",1.0
135442.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1354499.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1354506.0,"{3: 29.0, 4: 30.0}",1.0
135463.0,"{3: 31.0, 4: 30.0}",1.0
1354835.0,"{3: 31.0, 4: 30.0}",1.0
135484.0,"{3: 25.5, 4: 23.5}",2.0
1354898.0,"{3: 31.0, 4: 30.0}",1.0
1354968.0,"{3: 25.5, 4: 23.5}",2.0
135498.0,"{3: 31.0, 4: 30.0}",1.0
1355045.0,"{3: 31.0, 4: 30.0}",1.0
1355094.0,"{3: 25.0, 4: 23.0, 5: 13.0}",10.0
1355129.0,"{3: 31.0, 4: 30.0}",1.0
1355157.0,"{3: 31.0, 4: 30.0, 5: 13.0}",17.0
1355220.0,"{3: 31.0, 4: 30.0}",1.0
1355262.0,"{3: 31.0, 4: 30.0}",1.0
1355479.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
135575.0,"{3: 25.5, 4: 23.5}",2.0
